PLAYER_ID,PLAYER_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,E_DEF_RATING_RANK,E_NET_RATING_RANK,E_AST_RATIO_RANK,E_OREB_PCT_RANK,E_DREB_PCT_RANK,E_REB_PCT_RANK,E_TOV_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK
1631099,Keegan Murray,50,29,21,0.58,32.5,114.3,113.7,0.6,10.9,0.042,0.146,0.093,5.523,0.181,102.45,98,80,365,200,61,188,311,214,444,255,214,243,51,236,186
1630209,Omer Yurtseven,30,13,17,0.433,9.1,101.2,115.1,-13.8,10.3,0.134,0.291,0.208,19.09,0.17,102.44,322,297,290,354,408,480,361,489,452,32,20,20,502,272,189
1630595,Cade Cunningham,44,4,40,0.091,34.0,107.3,118.6,-11.3,23.8,0.013,0.124,0.067,11.375,0.294,102.44,189,437,526,512,37,386,467,460,120,469,315,388,51,26,189
1641726,Dereck Lively II,37,23,14,0.622,25.7,120.1,112.2,7.9,14.8,0.126,0.204,0.166,12.965,0.124,102.42,257,164,220,143,165,31,237,82,342,47,108,64,51,464,191
1641711,Gradey Dick,34,12,22,0.353,15.3,107.0,115.8,-8.8,16.9,0.027,0.091,0.057,9.524,0.154,102.41,289,302,381,404,303,391,383,433,277,353,443,447,51,346,192
1630215,Jared Butler,18,2,16,0.111,7.2,113.7,117.8,-4.0,31.8,0.0,0.096,0.046,10.246,0.218,102.41,393,469,258,507,445,200,440,342,41,499,424,498,51,129,192
1629614,Andrew Nembhard,42,25,17,0.595,22.9,116.5,114.4,2.0,31.9,0.028,0.061,0.045,11.78,0.184,102.39,217,136,290,177,205,117,336,185,40,341,501,499,51,221,194
1628401,Derrick White,51,41,10,0.804,32.3,119.7,107.0,12.7,24.8,0.023,0.101,0.064,8.527,0.192,102.39,85,3,152,17,64,34,80,34,109,389,409,408,51,197,194
201142,Kevin Durant,48,28,20,0.583,37.0,118.1,112.6,5.5,18.5,0.018,0.177,0.103,10.531,0.29,102.38,140,98,354,196,5,67,258,115,238,429,151,194,51,30,196
1641729,Brice Sensabaugh,6,3,3,0.5,2.7,105.6,102.4,3.2,14.9,0.063,0.167,0.118,7.44,0.285,102.37,479,448,46,274,526,432,40,166,338,175,163,162,51,35,197
203954,Joel Embiid,34,26,8,0.765,34.0,118.8,109.2,9.7,15.4,0.088,0.27,0.182,10.077,0.392,102.36,289,119,126,35,36,49,130,52,319,105,31,44,51,3,198
1626158,Richaun Holmes,25,9,16,0.36,10.4,105.1,113.6,-8.5,15.2,0.126,0.215,0.166,11.403,0.142,102.34,349,349,258,400,387,442,308,426,327,46,87,65,51,395,199
1630182,Josh Green,42,25,17,0.595,27.3,116.1,115.7,0.5,23.0,0.026,0.107,0.067,9.677,0.135,102.34,217,136,290,177,134,129,379,219,135,362,386,391,51,420,199
1629669,Jaylen Nowell,9,3,6,0.333,17.3,107.2,107.3,-0.1,20.7,0.021,0.08,0.049,6.467,0.167,102.33,457,448,100,410,273,389,90,235,175,407,473,489,51,288,201
1628989,Kevin Huerter,52,30,22,0.577,25.0,116.3,114.6,1.7,20.4,0.027,0.139,0.082,6.052,0.175,102.28,65,69,381,206,177,125,344,189,180,349,253,309,51,252,202
1628972,Troy Brown Jr.,40,28,12,0.7,11.5,110.5,110.5,0.0,19.3,0.037,0.156,0.099,9.38,0.153,102.27,232,98,184,62,367,299,170,232,217,281,186,218,51,350,203
1630541,Moses Moody,39,20,19,0.513,17.3,111.1,110.6,0.6,9.6,0.067,0.115,0.091,8.085,0.183,102.27,244,216,335,269,276,278,177,214,471,155,354,254,51,226,203
1630217,Desmond Bane,37,14,23,0.378,34.5,106.1,112.7,-6.6,18.6,0.029,0.118,0.072,9.405,0.283,102.25,257,279,398,387,30,417,261,385,232,338,333,355,51,36,205
1628467,Maxi Kleber,19,11,8,0.579,21.6,117.0,115.2,1.8,24.0,0.046,0.146,0.097,13.003,0.119,102.25,385,310,126,203,217,103,364,186,117,232,213,229,51,477,205
203903,Jordan Clarkson,46,20,26,0.435,30.2,113.1,119.0,-5.9,20.2,0.035,0.089,0.062,11.401,0.264,102.24,168,216,439,350,94,223,472,374,187,288,446,419,51,50,207
203925,Joe Harris,16,4,12,0.25,10.6,107.4,120.8,-13.4,18.6,0.02,0.066,0.043,7.424,0.109,102.24,412,437,184,442,383,382,502,484,236,418,493,505,51,497,207
1629630,Ja Morant,9,6,3,0.667,35.3,109.9,109.7,0.2,24.5,0.021,0.153,0.088,9.056,0.305,102.22,457,403,46,88,17,315,144,228,114,397,196,266,51,15,209
1627734,Domantas Sabonis,54,31,23,0.574,35.7,114.8,115.5,-0.7,31.0,0.101,0.326,0.211,12.395,0.222,102.19,19,52,398,210,12,167,370,257,49,71,11,16,51,123,210
1631197,Jared Rhoden,6,1,5,0.167,7.1,131.1,114.5,16.7,21.2,0.042,0.114,0.085,15.89,0.156,102.18,479,491,80,483,449,9,339,23,166,256,357,291,502,343,211
1626181,Norman Powell,53,36,17,0.679,25.2,117.8,110.6,7.2,7.8,0.007,0.104,0.057,6.885,0.194,102.15,42,18,290,82,176,79,177,88,497,496,396,450,51,186,212
1630534,Ochai Agbaji,54,25,29,0.463,19.4,109.6,115.9,-6.3,13.5,0.04,0.093,0.067,10.189,0.126,102.14,19,136,474,325,242,327,386,379,381,268,438,389,51,454,213
203488,Mike Muscala,37,8,29,0.216,13.8,109.0,116.5,-7.5,16.9,0.067,0.155,0.11,9.204,0.138,102.14,257,363,474,462,330,351,401,403,279,157,192,175,51,406,213
1641718,Keyonte George,50,22,28,0.44,24.9,109.9,117.4,-7.5,25.2,0.012,0.11,0.062,11.607,0.214,102.13,98,188,462,344,181,315,429,403,102,480,370,422,51,137,215
1626168,Trey Lyles,39,23,16,0.59,20.1,117.7,112.5,5.2,15.3,0.056,0.197,0.129,7.8,0.142,102.12,244,164,258,189,235,85,255,124,324,194,115,131,51,395,216
1631218,Trayce Jackson-Davis,40,21,19,0.525,12.8,117.3,111.1,6.2,14.8,0.127,0.2,0.164,10.372,0.173,102.12,232,205,335,259,347,92,198,105,345,44,112,71,51,260,216
1629022,Lonnie Walker IV,34,15,19,0.441,18.1,117.7,113.3,4.4,12.9,0.017,0.112,0.064,8.532,0.247,102.11,289,270,335,343,257,85,292,141,395,442,364,407,51,75,218
1629599,Amir Coffey,41,31,10,0.756,17.9,118.4,117.9,0.4,13.5,0.022,0.085,0.054,6.98,0.115,102.09,224,52,152,38,262,57,442,222,378,390,457,467,51,484,219
1631102,TyTy Washington Jr.,5,3,2,0.6,4.1,78.3,92.9,-14.5,10.0,0.0,0.056,0.025,20.0,0.188,102.06,487,448,33,168,494,530,22,492,461,499,506,521,502,204,220
1628977,Hamidou Diallo,2,1,1,0.5,2.4,78.7,57.1,21.6,25.0,0.2,0.0,0.133,25.0,0.194,102.06,514,491,13,274,531,529,6,15,104,7,518,120,534,186,220
1626174,Christian Wood,50,28,22,0.56,17.4,110.5,108.6,1.8,12.1,0.055,0.257,0.164,12.365,0.179,102.03,98,98,381,220,271,299,114,186,410,199,41,70,51,240,222
1628988,Aaron Holiday,51,23,28,0.451,17.9,110.6,107.0,3.6,21.6,0.018,0.093,0.055,8.999,0.161,102.01,85,164,462,333,263,293,80,154,162,437,436,457,51,323,223
1629684,Grant Williams,50,27,23,0.54,26.7,113.3,114.5,-1.3,16.6,0.041,0.121,0.08,11.035,0.143,102.0,98,110,398,249,148,215,339,273,291,260,324,319,51,392,224
201949,James Johnson,5,2,3,0.4,4.9,131.2,116.7,14.4,41.7,0.043,0.176,0.1,16.667,0.115,101.99,487,469,46,372,485,8,408,28,10,248,152,210,502,484,225
1630703,Scoot Henderson,43,14,29,0.326,27.0,105.8,117.7,-11.9,22.4,0.035,0.094,0.062,14.109,0.253,101.97,202,279,474,418,142,426,439,467,143,291,432,416,51,65,226
201577,Robin Lopez,16,10,6,0.625,4.0,101.8,114.0,-12.2,15.5,0.048,0.038,0.043,7.728,0.148,101.95,412,330,100,135,495,475,324,470,318,218,512,503,51,373,227
1628464,Daniel Theis,40,30,10,0.75,16.8,116.5,113.5,2.9,14.5,0.097,0.143,0.12,9.821,0.152,101.95,232,69,152,39,284,117,306,169,352,80,232,155,51,356,227
1628373,Frank Ntilikina,5,0,5,0.0,8.6,116.5,121.7,-5.2,26.9,0.023,0.125,0.071,6.72,0.109,101.95,487,520,80,520,416,117,509,366,80,386,304,363,51,497,227
1631200,Kris Murray,34,6,28,0.176,13.1,102.1,109.0,-6.9,13.8,0.052,0.124,0.085,11.375,0.134,101.94,289,403,462,478,341,471,125,391,370,206,314,286,51,422,230
1630591,Jalen Suggs,50,26,24,0.52,26.9,109.5,112.0,-2.5,16.1,0.03,0.115,0.071,12.517,0.199,101.92,98,119,410,263,145,334,230,304,300,327,350,370,51,173,231
1626162,Kelly Oubre Jr.,42,26,16,0.619,29.0,114.8,115.6,-0.7,7.5,0.044,0.127,0.085,5.726,0.198,101.88,217,119,258,148,113,167,374,257,501,245,297,292,51,175,232
1629216,Gabe Vincent,5,2,3,0.4,25.5,100.8,103.4,-2.6,30.1,0.017,0.026,0.021,4.01,0.118,101.85,487,469,46,372,172,483,48,306,54,441,517,523,1,480,233
1630184,Kira Lewis Jr.,18,9,9,0.5,8.3,100.7,103.1,-2.4,23.3,0.026,0.063,0.044,9.32,0.188,101.84,393,349,135,274,421,484,47,300,127,363,498,502,51,204,234
1641748,Andre Jackson Jr.,45,28,17,0.622,11.0,117.3,120.2,-3.0,27.8,0.084,0.129,0.107,13.562,0.098,101.83,176,98,290,142,376,92,495,321,73,110,289,185,51,514,235
1630643,Jay Huff,8,5,3,0.625,2.7,90.9,107.2,-16.2,11.1,0.0,0.3,0.103,11.111,0.166,101.81,467,424,46,135,525,515,87,496,440,499,15,195,51,293,236
203552,Seth Curry,39,24,15,0.615,13.1,112.0,105.7,6.4,15.0,0.034,0.085,0.06,7.481,0.161,101.8,244,148,235,153,339,250,61,102,335,297,455,432,51,323,237
1630191,Isaiah Stewart,35,5,30,0.143,30.6,109.5,114.5,-5.0,13.6,0.066,0.18,0.123,12.047,0.153,101.75,280,424,485,493,89,334,339,360,375,160,142,145,51,350,238
201569,Eric Gordon,47,29,18,0.617,29.7,116.6,111.7,4.9,16.1,0.013,0.066,0.042,9.112,0.172,101.75,155,80,320,151,103,115,219,133,302,476,492,508,51,265,238
1628991,Jaren Jackson Jr.,51,18,33,0.353,31.8,105.2,110.7,-5.6,8.8,0.039,0.154,0.094,9.755,0.302,101.75,85,241,502,404,70,439,181,370,488,274,194,238,51,20,238
1629659,Talen Horton-Tucker,36,10,26,0.278,20.2,112.3,114.8,-2.5,25.2,0.025,0.105,0.065,9.637,0.241,101.74,274,330,439,433,233,243,348,304,103,366,392,400,51,87,241
1629637,Jaxson Hayes,45,25,20,0.556,11.0,108.9,112.7,-3.8,13.2,0.079,0.142,0.113,13.843,0.123,101.73,176,136,354,228,378,354,261,335,389,120,240,167,51,468,242
1627783,Pascal Siakam,54,22,32,0.407,34.3,116.1,114.8,1.3,19.4,0.05,0.161,0.105,8.006,0.251,101.72,19,188,497,371,32,129,348,199,212,211,174,190,51,66,243
1626166,Cameron Payne,51,32,19,0.627,15.8,116.1,115.5,0.6,28.6,0.013,0.082,0.048,7.584,0.171,101.71,85,45,335,134,295,129,370,214,66,479,466,492,51,268,244
1628960,Grayson Allen,49,30,19,0.612,32.9,119.0,114.3,4.7,23.0,0.024,0.109,0.069,9.75,0.14,101.71,128,69,335,156,54,43,334,139,133,378,374,377,51,400,244
1630256,Jae'Sean Tate,51,23,28,0.451,17.5,110.9,105.4,5.5,18.9,0.063,0.142,0.102,7.717,0.111,101.7,85,164,462,333,270,286,59,115,227,174,239,199,51,494,246
1629023,P.J. Washington,47,12,35,0.255,29.2,109.6,117.1,-7.5,13.7,0.042,0.163,0.1,9.416,0.204,101.68,155,302,508,441,110,327,420,403,374,252,170,209,51,156,247
1629626,Bol Bol,18,13,5,0.722,8.8,113.9,106.8,7.1,13.5,0.094,0.216,0.163,13.505,0.156,101.68,393,297,80,46,414,193,77,90,379,89,85,74,51,343,247
1631223,David Roddy,49,16,33,0.327,22.9,103.4,113.4,-10.1,13.8,0.048,0.155,0.1,10.009,0.182,101.66,128,260,502,416,204,461,299,445,368,217,188,213,51,233,249
202709,Cory Joseph,26,10,16,0.385,11.4,115.4,117.2,-1.8,34.7,0.021,0.094,0.056,9.911,0.112,101.66,347,330,258,384,368,151,424,289,29,398,431,454,51,492,249
1626220,Royce O'Neale,52,22,30,0.423,24.4,112.1,110.5,1.6,26.5,0.034,0.169,0.101,9.619,0.136,101.65,65,188,485,360,187,246,170,191,85,305,160,205,51,415,251
1629057,Robert Williams III,6,2,4,0.333,19.8,102.2,113.3,-11.1,11.9,0.089,0.265,0.168,16.683,0.13,101.62,479,469,66,410,238,469,292,456,418,100,36,62,502,447,252
203994,Jusuf Nurkic,52,33,19,0.635,27.2,119.8,110.9,8.9,23.1,0.115,0.299,0.213,12.934,0.194,101.62,65,37,335,124,136,33,189,67,132,57,17,15,51,186,252
1631101,Shaedon Sharpe,32,8,24,0.25,33.1,103.6,114.0,-10.3,14.4,0.042,0.135,0.085,11.037,0.224,101.61,308,363,410,442,53,459,324,447,356,256,269,290,51,119,254
1629006,Josh Okogie,49,31,18,0.633,17.6,112.1,110.3,1.8,17.9,0.086,0.093,0.09,8.801,0.125,101.61,128,52,320,127,269,246,159,186,255,106,435,255,51,460,254
1630611,Gui Santos,12,8,4,0.667,9.1,114.6,111.1,3.5,14.4,0.115,0.177,0.147,6.173,0.151,101.59,438,363,66,88,407,174,198,158,358,56,150,93,51,363,256
1630560,Cam Thomas,45,16,29,0.356,29.7,110.4,116.7,-6.3,10.9,0.013,0.095,0.052,7.571,0.303,101.59,176,260,474,403,102,302,408,379,443,478,426,478,51,17,256
1627732,Ben Simmons,12,6,6,0.5,25.7,113.3,113.4,-0.1,45.0,0.09,0.259,0.173,14.438,0.133,101.58,438,403,100,274,167,215,299,235,6,96,40,52,51,429,258
202330,Gordon Hayward,25,7,18,0.28,31.9,111.1,118.3,-7.3,23.2,0.034,0.131,0.081,10.207,0.205,101.57,349,382,320,431,69,278,452,399,131,299,286,315,51,154,259
1630567,Scottie Barnes,55,19,36,0.345,35.2,111.7,115.1,-3.4,22.6,0.071,0.188,0.128,10.28,0.247,101.56,6,228,513,408,19,262,361,327,140,142,133,133,51,75,260
1631117,Walker Kessler,48,24,24,0.5,23.4,112.0,113.1,-1.1,10.5,0.124,0.212,0.171,12.25,0.134,101.55,140,148,410,274,196,250,275,266,450,48,91,57,51,422,261
1630240,Saben Lee,13,8,5,0.615,7.7,109.4,99.8,9.6,21.6,0.065,0.135,0.104,10.809,0.225,101.54,433,363,80,153,430,337,28,54,159,166,267,192,51,116,262
1641764,Brandin Podziemski,47,23,24,0.489,26.4,118.4,112.8,5.6,27.4,0.063,0.173,0.119,8.983,0.163,101.48,155,164,410,296,153,57,264,113,75,170,157,159,51,308,263
202699,Tobias Harris,48,31,17,0.646,34.0,118.5,112.2,6.3,17.1,0.035,0.162,0.098,7.43,0.204,101.48,140,52,290,117,40,55,237,103,273,293,173,219,51,156,263
1641717,Cason Wallace,54,37,17,0.685,20.7,115.6,110.5,5.1,18.5,0.033,0.084,0.059,6.436,0.125,101.46,19,12,290,76,225,146,170,125,237,313,459,435,51,460,265
1630533,Ziaire Williams,46,20,26,0.435,19.3,102.4,113.3,-10.9,14.4,0.035,0.155,0.093,12.153,0.201,101.46,168,216,439,350,243,468,292,452,355,292,190,241,51,166,265
203078,Bradley Beal,30,19,11,0.633,32.6,116.2,113.1,3.1,19.9,0.031,0.116,0.076,10.749,0.242,101.46,322,228,174,125,57,128,275,168,197,317,348,333,51,86,265
1627747,Caris LeVert,43,28,15,0.651,27.5,115.2,110.5,4.8,22.5,0.022,0.124,0.073,7.591,0.237,101.44,202,98,235,112,131,156,170,137,141,394,313,351,51,92,268
1641720,Jalen Hood-Schifino,17,8,9,0.471,5.7,92.7,113.3,-20.6,13.1,0.022,0.098,0.059,13.106,0.236,101.43,401,363,135,317,469,509,292,511,390,395,420,433,51,96,269
1627863,Danuel House Jr.,34,21,13,0.618,15.0,109.8,108.5,1.3,16.3,0.033,0.09,0.061,11.031,0.12,101.43,289,205,203,150,307,320,112,199,293,307,445,429,51,474,269
204060,Joe Ingles,41,25,16,0.61,17.3,115.0,112.4,2.6,38.0,0.026,0.141,0.084,11.151,0.124,101.41,224,136,258,161,274,160,251,174,16,359,242,295,51,464,271
1629678,Admiral Schofield,13,7,6,0.538,3.8,106.7,91.8,14.9,19.3,0.021,0.149,0.085,15.456,0.195,101.39,433,382,100,251,498,400,20,26,214,399,206,288,502,182,272
1629628,RJ Barrett,45,21,24,0.467,31.3,113.1,116.1,-3.0,13.3,0.033,0.159,0.095,8.809,0.259,101.39,176,205,410,321,82,223,391,321,386,311,175,232,51,59,272
1630205,Lamar Stevens,22,17,5,0.773,9.0,105.5,102.1,3.4,9.5,0.074,0.175,0.127,13.233,0.209,101.37,368,251,80,33,409,434,39,160,474,133,154,134,51,144,274
1627885,Shaquille Harrison,3,1,2,0.333,2.0,50.0,128.8,-78.8,0.0,0.0,0.5,0.2,0.0,0.167,101.36,504,491,33,410,535,534,524,536,515,499,2,24,1,288,275
1630641,Ibou Badji,17,4,13,0.235,11.7,94.5,114.0,-19.5,25.8,0.104,0.179,0.139,27.778,0.081,101.32,401,437,203,451,362,503,324,510,95,68,144,111,534,527,276
1631120,JD Davison,2,2,0,1.0,2.8,93.5,84.2,9.4,0.0,0.167,0.111,0.133,0.0,0.137,101.31,514,469,1,1,524,507,12,60,515,12,366,120,1,411,277
1630596,Evan Mobley,30,20,10,0.667,31.2,110.8,107.0,3.8,16.1,0.088,0.252,0.174,11.318,0.202,101.31,322,216,152,88,83,289,80,149,299,102,43,51,51,163,277
1631124,Julian Strawther,35,22,13,0.629,13.9,105.7,117.5,-11.8,15.2,0.008,0.109,0.057,6.439,0.196,101.31,280,188,203,131,328,430,431,465,330,493,372,449,51,180,277
1631246,Vince Williams Jr.,44,16,28,0.364,26.6,107.8,110.6,-2.8,23.6,0.048,0.194,0.118,11.449,0.151,101.29,189,260,462,397,150,378,177,310,125,222,124,161,51,363,280
1631311,Lester Quinones,19,11,8,0.579,12.9,113.4,107.9,5.5,20.5,0.057,0.138,0.098,9.843,0.162,101.26,385,310,126,203,346,211,98,115,179,188,255,222,51,317,281
1631109,Mark Williams,19,7,12,0.368,26.8,114.7,114.0,0.7,10.1,0.155,0.235,0.194,7.792,0.163,101.25,385,382,184,393,146,170,324,210,458,20,58,31,51,308,282
1629642,Nassir Little,32,20,12,0.625,13.1,106.3,111.3,-5.0,13.0,0.037,0.14,0.09,8.916,0.131,101.24,308,216,184,135,342,411,202,360,393,283,247,257,51,439,283
1626164,Devin Booker,45,29,16,0.644,35.5,119.6,112.8,6.8,22.0,0.024,0.119,0.074,8.027,0.302,101.23,176,80,258,118,14,36,264,92,150,379,332,340,51,20,284
1629680,Matisse Thybulle,52,14,38,0.269,23.0,108.1,114.9,-6.7,18.5,0.021,0.078,0.048,7.959,0.103,101.21,65,279,520,439,202,369,353,388,239,405,477,494,51,509,285
1630214,Xavier Tillman,34,14,20,0.412,20.6,102.1,108.4,-6.3,17.9,0.082,0.166,0.122,9.122,0.16,101.2,289,279,354,366,227,471,109,379,254,114,168,153,51,328,286
1628981,Bruno Fernando,18,8,10,0.444,9.0,112.0,116.7,-4.8,8.8,0.11,0.27,0.19,10.101,0.191,101.2,393,363,152,336,410,250,408,353,486,63,30,36,51,199,286
1641722,Jordan Hawkins,48,29,19,0.604,20.2,114.5,114.7,-0.2,12.0,0.029,0.117,0.072,7.091,0.196,101.19,140,80,335,167,231,181,345,240,415,337,344,358,51,180,288
1626204,Larry Nance Jr.,37,21,16,0.568,18.6,112.5,106.9,5.6,24.3,0.082,0.228,0.155,11.723,0.115,101.16,257,205,258,215,249,237,79,113,115,117,66,80,51,484,289
1628378,Donovan Mitchell,44,30,14,0.682,35.4,116.4,105.0,11.4,19.2,0.03,0.133,0.083,8.495,0.319,101.15,189,69,220,78,15,122,57,36,219,330,276,306,51,10,290
1630178,Tyrese Maxey,49,32,17,0.653,37.2,118.1,113.0,5.1,21.1,0.017,0.092,0.055,5.494,0.276,101.14,128,45,290,110,3,67,270,125,167,444,440,464,51,39,291
101108,Chris Paul,32,16,16,0.5,27.6,115.7,109.8,5.9,43.3,0.012,0.135,0.074,7.15,0.146,101.13,308,260,258,274,130,144,146,107,8,481,271,344,51,383,292
1630224,Jalen Green,54,24,30,0.444,30.6,110.0,112.9,-2.9,14.9,0.015,0.155,0.085,9.66,0.272,101.12,19,148,485,336,88,311,268,315,337,463,191,284,51,47,293
201587,Nicolas Batum,34,22,12,0.647,24.9,121.4,112.1,9.2,32.5,0.056,0.114,0.086,8.744,0.082,101.11,289,188,184,116,182,20,232,62,37,196,358,281,51,526,294
1629685,Dylan Windler,8,5,3,0.625,3.5,116.7,95.6,21.1,31.3,0.0,0.094,0.054,0.0,0.179,101.1,467,424,46,135,509,112,25,16,46,499,433,471,1,240,295
1629622,Max Strus,53,36,17,0.679,32.3,114.9,106.1,8.8,22.5,0.029,0.136,0.083,8.829,0.169,101.09,42,18,290,82,63,163,66,72,142,336,265,304,51,279,296
1629675,Naz Reid,55,39,16,0.709,22.5,111.6,102.8,8.9,8.4,0.045,0.178,0.115,9.736,0.218,101.08,6,5,258,54,208,266,45,67,492,236,145,165,51,129,297
1641763,Julian Phillips,30,14,16,0.467,6.6,108.2,109.1,-0.9,12.3,0.031,0.075,0.052,10.796,0.122,101.05,322,279,258,321,451,367,128,263,404,322,483,480,51,471,298
1641721,Maxwell Lewis,19,8,11,0.421,3.7,84.5,110.9,-26.3,15.0,0.015,0.027,0.022,25.0,0.106,101.02,385,363,174,363,501,522,189,520,333,453,515,522,534,505,299
202687,Bismack Biyombo,30,14,16,0.467,23.9,108.5,113.4,-4.9,22.3,0.09,0.206,0.148,16.649,0.106,101.0,322,279,258,321,194,359,299,358,146,99,102,90,502,505,300
1628415,Dillon Brooks,45,20,25,0.444,31.4,111.0,111.0,0.0,10.5,0.028,0.093,0.061,9.222,0.19,101.0,176,216,428,336,80,283,196,232,449,344,434,428,51,201,300
203937,Kyle Anderson,55,39,16,0.709,21.8,109.8,105.8,4.0,36.4,0.044,0.135,0.092,11.093,0.141,101.0,6,5,258,54,213,320,64,144,26,247,270,251,51,399,300
1630230,Naji Marshall,44,28,16,0.636,18.5,118.7,108.8,9.9,20.3,0.06,0.148,0.105,11.459,0.178,100.97,189,98,258,121,250,51,120,51,183,180,209,191,51,245,303
203493,Reggie Bullock Jr.,22,11,11,0.5,9.4,109.1,116.5,-7.4,16.0,0.016,0.158,0.087,8.008,0.108,100.94,368,310,174,274,401,348,401,402,304,450,177,274,51,500,304
201145,Jeff Green,52,23,29,0.442,16.9,110.3,110.7,-0.4,12.0,0.039,0.105,0.073,10.839,0.152,100.91,65,164,474,341,282,304,181,247,417,272,390,354,51,356,305
1631172,Ousmane Dieng,29,17,12,0.586,11.2,110.3,107.9,2.3,20.0,0.034,0.131,0.083,10.32,0.166,100.9,331,251,184,193,370,304,98,178,194,303,285,308,51,293,306
1641739,Toumani Camara,53,15,38,0.283,23.6,104.6,112.2,-7.5,11.3,0.078,0.146,0.11,13.264,0.138,100.9,42,270,520,430,195,446,237,403,434,124,212,177,51,406,306
203967,Dario Saric,51,26,25,0.51,19.1,113.8,114.9,-1.1,21.6,0.074,0.219,0.146,10.632,0.194,100.89,85,119,428,272,246,195,353,266,161,132,77,96,51,186,308
1629018,Gary Trent Jr.,50,18,32,0.36,26.3,113.1,116.9,-3.8,11.6,0.01,0.088,0.048,5.479,0.185,100.85,98,241,497,400,156,223,414,335,428,488,451,495,51,218,309
1628369,Jayson Tatum,52,41,11,0.788,35.8,119.3,108.6,10.7,16.1,0.028,0.219,0.128,8.409,0.303,100.85,65,3,174,23,10,41,114,41,301,343,78,132,51,17,309
1630532,Franz Wagner,47,27,20,0.574,33.3,110.3,107.1,3.2,16.7,0.038,0.157,0.097,8.04,0.263,100.81,155,110,354,209,52,304,84,166,286,278,182,226,51,53,311
1627751,Jakob Poeltl,44,17,27,0.386,26.7,111.8,113.7,-1.9,19.3,0.118,0.239,0.178,13.366,0.159,100.81,189,251,453,383,147,257,311,291,216,54,52,45,51,332,311
1630556,Kessler Edwards,36,22,14,0.611,4.9,103.5,108.4,-4.9,14.3,0.028,0.152,0.085,1.593,0.131,100.77,274,188,220,157,482,460,109,358,360,342,199,283,1,439,313
1626172,Kevon Looney,53,27,26,0.509,18.1,114.6,117.5,-2.8,31.7,0.136,0.249,0.192,10.855,0.108,100.77,42,110,439,273,258,174,431,310,42,30,46,34,51,500,313
1630529,Herbert Jones,50,31,19,0.62,28.7,116.0,110.3,5.7,19.6,0.046,0.1,0.073,9.968,0.152,100.77,98,52,335,145,118,134,159,111,206,230,413,350,51,356,313
1629667,Jalen McDaniels,33,9,24,0.273,8.9,104.6,112.2,-7.6,11.4,0.031,0.123,0.075,12.097,0.188,100.76,297,349,410,436,411,446,237,409,431,324,318,339,51,204,316
202397,Ish Smith,43,6,37,0.14,17.2,101.8,118.6,-16.8,41.2,0.015,0.109,0.057,13.361,0.122,100.76,202,403,516,497,278,475,467,500,11,455,375,445,51,471,316
1631119,Jaylin Williams,46,32,14,0.696,12.4,115.3,108.7,6.7,25.5,0.048,0.239,0.144,7.531,0.137,100.74,168,45,220,67,355,153,118,95,101,223,51,101,51,411,318
1641730,Noah Clowney,7,3,4,0.429,9.9,110.7,129.8,-19.1,20.2,0.094,0.149,0.117,10.121,0.146,100.72,472,448,66,355,397,291,526,508,184,89,206,163,51,383,319
203486,Mason Plumlee,23,16,7,0.696,17.6,118.0,113.2,4.9,18.7,0.099,0.264,0.186,10.296,0.137,100.71,358,260,112,67,268,72,287,133,231,75,37,41,51,411,320
1628392,Isaiah Hartenstein,50,31,19,0.62,25.6,117.8,110.7,7.2,23.2,0.151,0.227,0.189,13.577,0.109,100.7,98,52,335,145,169,79,181,88,129,22,69,38,51,497,321
1629723,John Konchar,44,14,30,0.318,19.4,103.2,111.6,-8.4,28.8,0.063,0.195,0.124,10.695,0.098,100.7,189,279,485,420,241,464,217,423,61,172,121,140,51,514,321
1631094,Paolo Banchero,55,30,25,0.545,35.0,110.0,111.5,-1.5,18.0,0.036,0.194,0.113,10.279,0.294,100.7,6,69,428,244,22,311,213,280,252,287,123,170,51,26,321
1629731,Dean Wade,44,31,13,0.705,21.1,114.4,101.4,13.0,13.8,0.039,0.18,0.11,7.298,0.104,100.67,189,52,203,59,222,184,34,32,369,271,143,174,51,508,324
1630631,Jose Alvarado,37,24,13,0.649,16.6,117.0,104.1,12.9,20.4,0.025,0.119,0.072,7.605,0.183,100.66,257,148,203,115,286,103,51,33,181,370,329,360,51,226,325
1630549,Day'Ron Sharpe,39,16,23,0.41,15.7,115.2,109.5,5.7,16.8,0.193,0.273,0.234,11.695,0.188,100.64,244,260,398,369,297,156,138,111,282,9,28,8,51,204,326
1629021,Moritz Wagner,53,29,24,0.547,18.4,112.8,111.2,1.6,11.2,0.099,0.189,0.144,11.165,0.225,100.62,42,80,410,243,252,232,200,191,438,76,129,100,51,116,327
1641706,Brandon Miller,48,11,37,0.229,31.4,109.5,118.4,-8.9,12.1,0.03,0.119,0.073,9.017,0.23,100.61,140,310,516,455,81,334,458,434,411,328,331,353,51,108,328
